PenerimaanID	CalonMahasiswaID	Tahun	AsalSekolahID	JalurID	MitraID	ProdiID_Diterima	ProdiID_Pil1	ProdiID_Pil2	StatusID	NomorPendaftaran	NomorUTBK	RataRataRapor	RataRataUTBK	RataRataSMITS	PoinPrestasi	NilaiAkhir	NRP
121	10121	2021	148	1	0	22	22	33	3	3821063	0	91	0	0	46	725.35	0
122	10122	2021	156	1	0	22	22	35	3	3821136	0	87	0	0	59	694.2	0
123	10123	2021	196	1	0	15	15	17	3	3821183	0	94	0	0	47	641.8	0
124	10124	2021	119	1	0	33	33	27	3	3822012	0	91	0	0	58	779.4	0
125	10125	2021	187	1	0	0	9	33	3	3821086	0	95	0	0	60	650.9	0
126	10126	2021	9	1	0	32	31	32	3	3822027	0	93	0	0	59	656.7	0
127	10127	2021	121	1	0	2	38	2	3	3821136	0	95	0	0	51	951.45	0
128	10128	2021	112	1	0	29	31	29	3	3821094	0	86	0	0	40	854.7	0
129	10129	2021	57	1	0	10	28	10	3	3821113	0	88	0	0	59	950.4	0
130	10130	2021	91	1	0	0	20	32	3	3821016	0	87	0	0	43	601.9	0
131	10131	2021	103	1	0	8	12	8	3	3821105	0	91	0	0	48	882.2	0
132	10132	2021	20	1	0	10	34	10	3	3821071	0	87	0	0	49	914.3	0
133	10133	2021	189	1	0	4	16	4	3	3821287	0	95	0	0	55	828.85	0
134	10134	2021	83	1	0	6	10	6	3	3822027	0	94	0	0	59	811.95	0
135	10135	2021	73	1	0	9	7	9	3	3821202	0	97	0	0	58	789.7	0
136	10136	2021	163	1	0	17	19	17	3	3821121	0	88	0	0	58	939	0
137	10137	2021	118	1	0	19	3	19	3	3821063	0	90	0	0	60	621.95	0
138	10138	2021	61	1	0	38	28	38	3	3821183	0	87	0	0	41	720.6	0
139	10139	2021	23	1	0	37	32	37	3	3821167	0	98	0	0	43	764.9	0
140	10140	2021	20	1	0	12	15	12	3	3821295	0	97	0	0	47	677.8	0
141	10141	2021	193	1	0	1	1	34	3	3821191	0	89	0	0	57	711.85	0
142	10142	2021	6	1	0	20	20	31	3	3821241	0	91	0	0	57	744.85	0
143	10143	2021	95	1	0	25	25	23	3	3821403	0	88	0	0	67	779.35	0
144	10144	2021	58	1	0	38	38	13	3	3821191	0	89	0	0	62	735.2	0
145	10145	2021	42	1	0	20	20	26	3	3821217	0	89	0	0	42	907.1	0
146	10146	2021	156	1	0	0	14	31	3	3821217	0	96	0	0	68	651.2	0
147	10147	2021	2	1	0	3	3	29	3	3821384	0	87	0	0	61	780.3	0
148	10148	2021	74	1	0	0	25	35	3	3821353	0	97	0	0	40	812.55	0
149	10149	2021	122	1	0	30	30	15	3	3821217	0	91	0	0	52	543.75	0
150	10150	2021	99	1	0	32	32	41	3	3821322	0	91	0	0	47	803.55	0
151	10151	2021	51	1	0	38	38	23	3	3821136	0	89	0	0	50	703	0
152	10152	2021	97	1	0	14	14	18	3	3821217	0	88	0	0	44	563.6	0
153	10153	2021	39	1	0	31	31	13	1	3821225	0	92	0	0	52	735.5	2026210290
154	10154	2021	186	1	0	39	39	23	1	3821136	0	98	0	0	41	585.25	2026211732
155	10155	2021	92	1	0	25	25	11	1	3821202	0	91	0	0	41	840.55	2026211744
156	10156	2021	64	1	0	3	3	22	3	3821024	0	95	0	0	40	823	0
157	10157	2021	38	1	0	31	31	24	3	3821314	0	93	0	0	63	658.75	0
158	10158	2021	123	1	0	29	29	12	3	3821175	0	91	0	0	40	771.85	0
159	10159	2021	78	1	0	7	7	10	3	3821063	0	88	0	0	65	907.6	0
160	10160	2021	103	1	0	21	21	21	3	3821217	0	94	0	0	41	823.35	0
161	10161	2021	3	1	0	19	19	9	1	3821047	0	88	0	0	48	559.55	2026211168
162	10162	2021	94	1	0	30	30	23	1	3821136	0	95	0	0	70	941.05	2026211195
163	10163	2021	113	1	0	36	36	21	1	3821392	0	95	0	0	68	881.2	2026211684
164	10164	2021	133	1	0	3	3	37	1	3821225	0	93	0	0	67	562.7	2026211559
165	10165	2021	58	1	0	37	37	39	1	3821055	0	87	0	0	65	916.3	2026210771
166	10166	2021	78	1	0	25	25	4	1	3821306	0	96	0	0	41	782.2	2026210441
167	10167	2021	113	1	0	12	12	5	3	3821225	0	92	0	0	44	724.75	0
168	10168	2021	7	1	0	0	3	40	3	3821121	0	86	0	0	43	943.95	0
169	10169	2021	19	1	0	0	17	31	3	3821376	0	86	0	0	48	524.3	0
170	10170	2021	18	1	0	14	14	2	3	3821353	0	89	0	0	67	881.95	0
171	10171	2021	96	1	0	1	1	24	3	3821016	0	96	0	0	56	682.7	0
172	10172	2021	195	1	0	28	28	11	3	3821337	0	86	0	0	60	868.5	0
173	10173	2021	180	1	0	40	40	38	3	3821136	0	90	0	0	61	772.45	0
174	10174	2021	143	1	0	0	36	17	2	3821183	0	94	0	0	40	654.65	2026211565
175	10175	2021	38	1	0	41	41	34	2	3822027	0	95	0	0	57	589.65	2026210468
176	10176	2021	167	1	0	24	24	32	3	3821322	0	87	0	0	53	892.85	0
177	10177	2021	53	1	0	14	14	20	3	3821337	0	91	0	0	63	703.5	0
178	10178	2021	65	1	0	0	1	27	3	3821113	0	95	0	0	66	934.65	0
179	10179	2021	24	1	0	37	37	25	3	3821202	0	97	0	0	65	560.2	0
180	10180	2021	20	1	0	0	7	34	3	3821392	0	98	0	0	55	725.3	0
181	10181	2021	134	1	0	41	41	22	3	3821121	0	89	0	0	53	607.6	0
182	10182	2021	10	1	0	2	2	12	3	3821233	0	98	0	0	45	719.75	0
183	10183	2021	191	1	0	20	20	35	3	3821094	0	89	0	0	47	599.45	0
184	10184	2021	164	1	0	38	38	32	3	3821024	0	88	0	0	56	946.2	0
185	10185	2021	71	1	0	5	5	29	3	3821202	0	98	0	0	59	578.65	0
186	10186	2021	176	1	0	38	38	9	3	3821306	0	94	0	0	61	794.9	0
187	10187	2021	190	1	0	0	25	23	3	3821063	0	94	0	0	49	769.95	0
188	10188	2021	76	1	0	37	37	6	2	3821376	0	98	0	0	70	809.9	2026211416
189	10189	2021	183	1	0	34	34	6	1	3821055	0	88	0	0	46	887.55	2026210378
190	10190	2021	160	1	0	12	12	8	1	3822012	0	95	0	0	59	840.2	2026211641
191	10191	2021	178	1	0	19	19	24	3	3821063	0	87	0	0	41	839.25	0
192	10192	2021	136	1	0	22	22	28	3	3821063	0	96	0	0	44	760.85	0
193	10193	2021	5	1	0	2	2	6	3	3821191	0	97	0	0	65	721.7	0
194	10194	2021	3	1	0	0	34	1	3	3821345	0	93	0	0	68	543.85	0
195	10195	2021	65	1	0	26	26	1	3	3821144	0	98	0	0	43	750.6	0
196	10196	2021	138	1	0	11	11	33	3	3821071	0	91	0	0	68	935.75	0
197	10197	2021	93	1	0	24	24	34	3	3821345	0	98	0	0	54	655.85	0
198	10198	2021	191	1	0	18	18	25	3	3821217	0	96	0	0	50	572.9	0
199	10199	2021	31	1	0	8	8	23	3	3821016	0	92	0	0	46	801.3	0
200	10200	2021	164	1	0	25	25	24	3	3821105	0	96	0	0	47	613.3	0
201	10201	2021	46	1	0	12	12	41	2	3821376	0	95	0	0	57	820.2	2026210063
202	10202	2021	119	1	0	6	6	32	2	3821105	0	90	0	0	65	831.75	2026211301
203	10203	2021	170	1	0	27	27	8	3	3821183	0	87	0	0	60	751.75	0
204	10204	2021	130	1	0	0	20	3	3	3821136	0	92	0	0	48	863	0
205	10205	2021	82	1	0	0	35	36	3	3821306	0	98	0	0	43	846.6	0
206	10206	2021	132	1	0	26	26	22	3	3821306	0	98	0	0	67	629	0
207	10207	2021	149	1	0	13	13	24	3	3821094	0	95	0	0	61	558.7	0
208	10208	2021	37	1	0	0	30	40	3	3821071	0	93	0	0	51	826.1	0
209	10209	2021	193	1	0	30	30	36	1	3821376	0	90	0	0	52	796.2	2026210150
210	10210	2021	127	1	0	0	34	4	1	3821121	0	87	0	0	53	936.25	2026210082
211	10211	2021	33	1	0	20	20	33	1	3821306	0	87	0	0	61	901	2026211835
212	10212	2021	128	1	0	14	14	17	3	3821032	0	98	0	0	62	897.95	0
213	10213	2021	127	1	0	39	39	23	3	3821202	0	97	0	0	44	933.55	0
214	10214	2021	4	1	0	15	15	35	3	3821314	0	96	0	0	55	577.85	0
215	10215	2021	155	1	0	20	20	10	3	3821295	0	88	0	0	54	638.7	0
216	10216	2021	10	1	0	23	23	24	3	3821105	0	98	0	0	50	948.1	0
217	10217	2021	173	1	0	19	19	3	3	3821032	0	94	0	0	45	924.6	0
218	10218	2021	140	1	0	19	19	27	3	3821063	0	94	0	0	64	854.65	0
219	10219	2021	63	1	0	28	28	3	3	3821024	0	93	0	0	67	605.35	0
220	10220	2021	45	1	0	38	38	28	3	3821121	0	90	0	0	67	624.8	0
221	10221	2021	1	1	0	23	23	24	3	3821403	0	86	0	0	48	838.5	0
222	10222	2021	141	1	0	5	5	18	3	3821256	0	93	0	0	49	637.5	0
223	10223	2021	71	1	0	12	12	37	1	3821353	0	88	0	0	48	765.4	2026211794
224	10224	2021	163	1	0	12	12	39	1	3821032	0	91	0	0	50	666.7	2026210895
225	10225	2021	33	1	0	27	27	1	1	3821024	0	98	0	0	44	604.8	2026211037
226	10226	2021	120	1	0	23	23	17	1	3821032	0	96	0	0	41	748.5	2026211423
227	10227	2021	95	1	0	2	2	2	3	3821121	0	89	0	0	65	778	0
228	10228	2021	61	1	0	36	36	5	3	3821105	0	86	0	0	62	789.65	0
229	10229	2021	31	1	0	28	28	3	3	3821121	0	92	0	0	44	855.05	0
230	10230	2021	155	1	0	32	32	9	3	3821024	0	88	0	0	56	740.25	0
231	10231	2021	187	1	0	39	39	19	3	3821105	0	94	0	0	57	763.85	0
232	10232	2021	157	1	0	29	29	35	3	3821217	0	98	0	0	58	628.25	0
233	10233	2021	124	1	0	24	24	11	3	3821071	0	94	0	0	54	592.9	0
234	10234	2021	165	1	0	20	20	8	3	3821086	0	91	0	0	47	597.55	0
235	10235	2021	165	1	0	21	21	32	1	3821272	0	93	0	0	59	740.95	2026210279
236	10236	2021	177	1	0	19	19	8	1	3821063	0	88	0	0	61	721.05	2026210063
237	10237	2021	100	1	0	2	2	38	1	3821314	0	86	0	0	61	611.65	2026211301
238	10238	2021	29	1	0	36	36	13	1	3822012	0	89	0	0	52	910.7	2026210150
239	10239	2021	99	1	0	29	29	31	1	3821167	0	98	0	0	52	863.6	2026210082
240	10240	2021	64	1	0	34	34	8	3	3821152	0	91	0	0	59	566.45	0
241	10241	2021	174	1	0	22	22	17	3	3821055	0	87	0	0	60	776.6	0
242	10242	2021	182	1	0	40	40	28	3	3821392	0	98	0	0	59	734.15	0
243	10243	2021	170	1	0	32	32	5	3	3821063	0	98	0	0	48	921.65	0
244	10244	2021	1	1	0	8	8	36	3	3821403	0	96	0	0	54	713.8	0
245	10245	2021	136	1	0	25	25	18	3	3821086	0	94	0	0	62	773.9	0
246	10246	2021	176	1	0	2	2	23	3	3821047	0	90	0	0	46	600.6	0
247	10247	2021	27	1	0	13	13	3	3	3821024	0	95	0	0	41	667.15	0
248	10248	2021	116	1	0	26	26	1	3	3821016	0	88	0	0	41	676.15	0
249	10249	2021	81	1	0	9	9	24	1	3821144	0	97	0	0	58	874.5	2026211835
250	10250	2021	53	1	0	31	31	18	1	3821063	0	96	0	0	66	539.3	2026211794
251	10251	2021	125	1	0	0	9	38	1	3821217	0	97	0	0	64	668.45	2026210895
252	10252	2021	4	1	0	6	6	24	1	3821086	0	92	0	0	46	659.3	2026211037
253	10253	2021	156	1	0	28	28	40	1	3821071	0	97	0	0	46	625.5	2026211423
254	10254	2021	30	1	0	36	36	40	1	3821183	0	91	0	0	54	609.45	2026210279
255	10255	2021	28	1	0	7	7	9	3	3821167	0	96	0	0	64	948.4	0
256	10256	2021	197	1	0	38	38	21	3	3821217	0	89	0	0	68	633.85	0
257	10257	2021	159	1	0	36	36	16	3	3821105	0	89	0	0	57	658.05	0
258	10258	2021	174	1	0	30	30	18	3	3821055	0	92	0	0	42	536.95	0
259	10259	2021	149	1	1	38	38	40	3	3821191	0	95	0	0	58	862.6	0
260	10260	2021	4	1	2	6	6	33	3	3821337	0	98	0	0	67	571.15	0
261	10261	2021	58	1	3	8	8	15	3	3821175	0	95	0	0	58	646.15	0
262	10262	2021	106	1	4	21	21	27	3	3821047	0	91	0	0	40	919.15	0
263	10263	2021	5	1	5	29	29	34	3	3821086	0	92	0	0	54	774.75	0
264	10264	2021	87	1	6	22	22	14	3	3821047	0	92	0	0	45	611.6	0
265	10265	2021	137	1	7	5	5	28	3	3821202	0	87	0	0	53	736.4	0
266	10266	2021	151	1	8	21	21	9	3	3821071	0	86	0	0	54	709.15	0
267	10267	2021	63	1	9	5	5	33	3	3821217	0	91	0	0	61	867.8	0
268	10268	2021	33	1	10	9	9	31	3	3821086	0	87	0	0	40	668.55	0
269	10269	2021	186	1	11	10	10	17	3	3821047	0	91	0	0	50	832.7	0
270	10270	2021	148	1	12	12	12	13	3	3821272	0	96	0	0	59	824	0
271	10271	2021	158	1	13	35	35	18	3	3821152	0	98	0	0	54	520.25	0
272	10272	2021	122	1	14	17	17	1	3	3821183	0	97	0	0	63	933.75	0
273	10273	2021	145	1	15	20	20	9	3	3821202	0	95	0	0	46	892.35	0
274	10274	2021	22	1	16	11	11	41	3	3821071	0	91	0	0	62	714.55	0
275	10275	2021	48	1	17	0	4	6	3	3821144	0	87	0	0	69	803.45	0
276	10276	2021	175	1	18	39	39	10	3	3821113	0	97	0	0	62	551.25	0
277	10277	2021	72	1	19	23	23	7	3	3821175	0	93	0	0	60	717.35	0
278	10278	2021	4	1	20	28	28	19	1	3821392	0	88	0	0	53	835.3	2026211324
279	10279	2021	18	1	21	0	19	38	1	3821032	0	97	0	0	61	889.45	2026210902
280	10280	2021	162	1	22	36	36	21	1	3821024	0	88	0	0	56	871.55	2026210443
281	10281	2021	68	1	23	25	25	3	1	3821136	0	88	0	0	51	782.6	2026211772
282	10282	2021	19	1	24	14	14	29	1	3821167	0	88	0	0	48	847.1	2026211644
283	10283	2021	72	1	25	1	1	40	1	3821314	0	96	0	0	41	756.1	2026210217
284	10284	2021	145	1	26	0	35	41	1	3821121	0	86	0	0	63	592.7	2026210957
285	10285	2021	161	1	27	25	25	20	1	3821384	0	92	0	0	57	803.75	2026211837
286	10286	2021	132	1	28	2	2	33	1	3821233	0	95	0	0	60	944.55	2026210862
287	10287	2021	10	1	29	11	11	41	3	3821202	0	88	0	0	43	707.25	0
288	10288	2021	182	1	30	36	36	15	3	3821094	0	90	0	0	40	619	0
289	10289	2021	117	1	1	9	9	2	3	3821024	0	97	0	0	60	792.35	0
290	10290	2021	22	1	2	33	33	7	3	3821295	0	91	0	0	66	884.65	0
291	10291	2021	8	1	3	30	30	30	3	3821202	0	86	0	0	40	803.3	0
292	10292	2021	138	1	4	23	23	38	3	3821272	0	92	0	0	65	904.7	0
293	10293	2021	127	1	5	17	17	41	3	3821256	0	87	0	0	58	578.7	0
294	10294	2021	9	1	6	16	16	41	3	3821241	0	87	0	0	43	723.4	0
295	10295	2021	123	1	7	0	18	26	1	3821032	0	96	0	0	61	950.45	2026210118
296	10296	2021	11	1	8	33	33	23	1	3821113	0	95	0	0	50	837.9	2026210171
297	10297	2021	3	1	9	41	41	22	1	3821063	0	92	0	0	60	843	2026211574
298	10298	2021	104	1	10	0	37	39	1	3821183	0	90	0	0	56	607.45	2026211833
299	10299	2021	176	1	11	0	39	31	1	3821306	0	91	0	0	67	905.95	2026211700
300	10300	2021	170	1	12	0	19	41	1	3821175	0	96	0	0	42	704.1	2026210558
301	10301	2022	173	1	0	7	7	29	1	3821152	0	95	0	0	70	806.7	4026221922
302	10302	2022	134	1	0	27	27	35	1	3821086	0	96	0	0	50	830.35	4026221937
303	10303	2022	40	1	0	26	26	41	1	3821071	0	95	0	0	44	648.95	4026220844
304	10304	2022	60	1	0	15	15	10	1	3821183	0	92	0	0	65	603.9	4026221175
305	10305	2022	186	1	0	7	7	41	1	3821071	0	89	0	0	50	613.4	4026221326
306	10306	2022	108	1	0	13	13	22	1	3821202	0	94	0	0	57	544.35	4026220652
307	10307	2022	148	1	0	38	38	10	1	3821295	0	92	0	0	60	646.25	4026221579
308	10308	2022	147	1	0	0	30	37	1	3821094	0	89	0	0	41	534.15	4026221298
309	10309	2022	186	1	0	6	6	18	1	3821306	0	92	0	0	68	904.75	4026220077
310	10310	2022	14	1	0	0	3	11	1	3821094	0	90	0	0	47	644.2	4026220531
311	10311	2022	11	1	0	13	13	2	1	3821024	0	89	0	0	47	658.35	4026220661
312	10312	2022	84	1	0	13	13	3	1	3821241	0	95	0	0	61	882	4026220480
313	10313	2022	164	1	0	34	34	13	1	3822012	0	90	0	0	40	774.25	4026221933
314	10314	2022	55	1	0	3	3	39	1	3821167	0	91	0	0	48	885.6	4026220705
315	10315	2022	125	1	0	4	4	16	1	3821384	0	90	0	0	69	807.75	4026221195
316	10316	2022	50	1	0	18	18	21	1	3821113	0	91	0	0	66	765.35	4026220504
317	10317	2022	25	1	0	10	10	31	1	3821144	0	93	0	0	54	759.65	4026220131
318	10318	2022	146	1	0	4	4	35	1	3821063	0	87	0	0	49	588.7	4026220357
319	10319	2022	196	1	0	11	11	4	1	3821167	0	89	0	0	50	825.4	4026221132
